Id,SalePrice_pred
1461,119000.45740684497
1462,151525.8214998146
1463,173750.42396169613
1464,182046.17120089516
1465,197474.68007135275
1466,172237.2733710761
1467,178497.5583142014
1468,161191.8450260423
1469,212123.14983281645
1470,115040.34517212582
1471,180581.31520309433
1472,98936.44241621616
1473,93401.3608885351
1474,140767.52544615127
1475,105026.25829197753
1476,372966.82809149707
1477,250318.488580283
1478,317911.3145801476
1479,302922.7330512012
1480,459166.23689751164
1481,312134.1868444515
1482,211844.52583790643
1483,177204.20780176594
1484,155691.48355732186
1485,193514.08635751044
1486,199330.54254695983
1487,334923.924466691
1488,223665.12054992188
1489,193257.9716033084
1490,247438.79393838687
1491,195007.64484581252
1492,95463.48969118802
1493,211916.7061032637
1494,307951.7117981418
1495,293134.8332180535
1496,235853.3202660162
1497,182980.65540144866
1498,153607.0131501963
1499,159591.7801116528
1500,152832.56164098825
1501,188479.33014563823
1502,145584.85986081534
1503,262529.381229087
1504,234580.96393114844
1505,218521.02146402816
1506,189916.87317880933
1507,246823.52613429364
1508,190419.63259690505
1509,164597.52707948347
1510,141646.53927406564
1511,143604.5180889459
1512,176712.43561865634
1513,168611.56895586988
1514,147299.5866024025
1515,208520.01997430934
1516,163376.80373892572
1517,177425.3915778271
1518,123187.88716493832
1519,211237.6702478884
1520,123666.73446910002
1521,121482.28647695098
1522,192048.46419666806
1523,105630.55965231253
1524,120795.94793490432
1525,112234.49413112979
1526,99431.1560462605
1527,95737.16846645466
1528,147471.70276032577
1529,149110.10225948485
1530,205872.25468881283
1531,123844.9896828593
1532,107042.61873510189
1533,160978.42996884265
1534,126260.02326430246
1535,157407.7052320893
1536,104173.91732160916
1537,39702.331981064795
1538,158904.99151826501
1539,212996.31268550167
1540,120583.25467005711
1541,126200.07595407421
1542,149491.8541397609
1543,187398.85394108342
1544,95651.5254806623
1545,124436.625825894
1546,134127.3152896514
1547,136795.25532688314
1548,149168.91945007796
1549,119165.43482067907
1550,137697.73731026094
1551,116669.16444895879
1552,142276.1293065853
1553,153908.95026505078
1554,119642.63566062386
1555,160116.67196139996
1556,68575.6255480731
1557,101372.58629790632
1558,91132.76130943844
1559,93044.46300571357
1560,132581.0394188523
1561,125577.65606489907
1562,127664.14680031236
1563,118166.1161997746
1564,148403.0982157961
1565,143361.66079578086
1566,245655.30385504922
1567,72973.88365919118
1568,217251.31352232845
1569,118320.99359829602
1570,144157.3099851469
1571,106478.26612036934
1572,148242.31938098103
1573,251900.27599960158
1574,127382.26685625702
1575,234687.9986411541
1576,221300.45515730823
1577,177074.69249969913
1578,133857.40933504055
1579,135312.50232477405
1580,187731.9137212918
1581,159058.9970790708
1582,133039.84831779514
1583,263633.86445330334
1584,224516.33173549175
1585,142969.0756670455
1586,46663.09285622103
1587,109586.92312363288
1588,172207.6827369661
1589,102441.51489383884
1590,135023.7664401296
1591,88093.43578140263
1592,117948.63555065222
1593,129052.9617699484
1594,147741.33633807825
1595,117083.6848706781
1596,225505.27383738518
1597,183801.07477653603
1598,219822.1983162198
1599,197962.6898908218
1600,165644.064420512
1601,46236.62194993519
1602,115033.52964492296
1603,85862.72886885828
1604,292879.85483020963
1605,232372.7152056205
1606,153469.44187910185
1607,166272.88646545628
1608,203426.43669461878
1609,182974.1858596743
1610,156239.73373208632
1611,133878.81378433536
1612,192615.2986629659
1613,159479.55854478924
1614,144329.97568809954
1615,89536.65839852492
1616,70448.83342322624
1617,87044.78274420065
1618,116384.50906172149
1619,151788.39904439147
1620,162460.1117557117
1621,134034.0403235474
1622,144015.78895070186
1623,260465.5687758431
1624,208912.2481236789
1625,107156.34605342394
1626,171611.35092330558
1627,181047.49133405447
1628,283281.7619490605
1629,182221.8400714305
1630,336789.3154273797
1631,226921.1602873791
1632,236157.2436883547
1633,182054.7805339365
1634,187806.2198132135
1635,174976.64437233013
1636,146401.46578127478
1637,190493.89121226277
1638,203219.59857770486
1639,185603.94588566571
1640,255364.35302619863
1641,185673.3626302545
1642,252621.97272936584
1643,223125.51383803808
1644,225853.1751669955
1645,213508.34725523496
1646,150370.2087414252
1647,153494.30477375461
1648,127298.43610990411
1649,127807.82829082549
1650,114339.67253700037
1651,116205.54777207019
1652,103876.84218418875
1653,108270.12551652647
1654,138598.52836522495
1655,129108.51306658483
1656,131027.55172704713
1657,136935.15856295952
1658,140488.62659379674
1659,110382.19211458093
1660,141283.36409810605
1661,425885.9062828354
1662,382735.10029280686
1663,382686.54387464235
1664,477822.8619266128
1665,341512.36113637924
1666,330495.9314234202
1667,367675.00076472975
1668,358742.68304396
1669,316945.23168267374
1670,364392.6125976978
1671,258435.93655042775
1672,395528.4144400089
1673,286622.8599728318
1674,251432.28846808587
1675,201040.34732005023
1676,201003.40787252103
1677,213929.77984679554
1678,452184.2933113261
1679,383860.90573227685
1680,342848.89760033967
1681,297040.0733492896
1682,321451.73256347224
1683,197504.17221532407
1684,178424.38232405705
1685,178383.4385720607
1686,162099.75619756567
1687,185378.8091011282
1688,190223.62203458528
1689,198381.09615202143
1690,193913.2285716498
1691,184184.2892793934
1692,270972.08213296277
1693,186720.90680429526
1694,178022.55101637423
1695,173341.26422935515
1696,260068.62666884385
1697,180358.83066761994
1698,336307.8505238302
1699,319027.4875288472
1700,271869.94358204934
1701,287172.6226947142
1702,242610.2655655048
1703,235749.23242020456
1704,259966.44832445058
1705,251184.5365857061
1706,420901.2220646101
1707,234203.95740292897
1708,199174.6673035686
1709,242079.35053885283
1710,213183.33984412733
1711,267370.252329088
1712,244594.08965258047
1713,265915.2325819479
1714,222552.68877978506
1715,208149.64202186672
1716,181680.4499496597
1717,176303.85087850186
1718,145681.75544768528
1719,230483.06795023673
1720,244096.91775448233
1721,173384.32607537694
1722,135986.41873064946
1723,159333.7478775568
1724,203127.11538292558
1725,229016.35824500985
1726,190332.71187019322
1727,145978.1284099292
1728,193282.410545653
1729,161228.6494051474
1730,168109.7840142533
1731,129952.34070070047
1732,124872.08648286012
1733,109048.87982987057
1734,118189.29648621273
1735,134549.3568385362
1736,107982.85765128006
1737,287466.4924635829
1738,255389.65374331054
1739,262147.85081476416
1740,207087.37069337082
1741,183914.3497221102
1742,175256.2364451509
1743,174845.14600644648
1744,325244.18225025863
1745,221984.92128594854
1746,241821.98206802504
1747,224411.94424133608
1748,241289.57928398432
1749,147087.59043885328
1750,143826.42102701907
1751,243172.22152732924
1752,106063.24107754565
1753,153655.91617487022
1754,195862.94060722186
1755,156134.09666179874
1756,122949.7234429958
1757,109428.50793338878
1758,147880.7320781548
1759,165940.6583327878
1760,162057.9731082288
1761,152261.04037385606
1762,188466.33791087143
1763,198877.49078634588
1764,111040.53901497202
1765,190627.9042469586
1766,180597.8125848556
1767,214899.06473234075
1768,142867.4192500636
1769,158985.3589142178
1770,151144.3079649456
1771,127560.50230899581
1772,135914.91435640882
1773,121484.5750258105
1774,142738.668309693
1775,132472.07475238305
1776,134605.29587957932
1777,104876.36578262105
1778,140832.32306827334
1779,120336.40690666973
1780,178918.68361856733
1781,125946.54201063311
1782,74289.21676692642
1783,132544.65349200994
1784,91146.20574608992
1785,138978.5992174542
1786,130160.82854787793
1787,176922.38505920672
1788,57144.73682182298
1789,104691.75793904772
1790,46259.78543305321
1791,204395.6933972581
1792,162445.76153324087
1793,125696.9029629834
1794,162263.1627340851
1795,127409.71884201336
1796,153832.4947773221
1797,130346.8460935566
1798,125030.65869148407
1799,103397.0522802712
1800,141009.39552596962
1801,122602.78348742478
1802,138545.6329270432
1803,165863.51320899194
1804,118448.77353611955
1805,138418.85039810205
1806,137664.6720286849
1807,145337.06300141753
1808,131838.8845238683
1809,126340.06861857293
1810,148518.0821943249
1811,97595.5578553677
1812,105200.44351254402
1813,128128.25592951143
