PassengerId,Survived_pred,Probability
892,0,0.11701722287191385
893,0,0.40656602329875896
894,0,0.13366537145039642
895,0,0.12787271102642345
896,1,0.509405452621574
897,0,0.13498638429598916
898,1,0.5994090971097727
899,0,0.18682567495832256
900,1,0.7357117341070974
901,0,0.05684248030099192
902,0,0.08115513031633258
903,0,0.15018171992772333
904,1,0.9652871260875914
905,0,0.13183609919556788
906,1,0.9819175780034567
907,1,0.9163949773090008
908,0,0.10333512045427033
909,0,0.24285433895549427
910,0,0.35430050244095523
911,1,0.560491235685554
912,1,0.5412589184975187
913,0,0.44450926366495075
914,1,0.9516431089880177
915,0,0.41311373708484495
916,1,0.8776161370557922
917,0,0.10723014660752822
918,1,0.9913508486554412
919,0,0.23315228329700882
920,0,0.4196370604016597
921,0,0.17600081112629815
922,0,0.11949644295936267
923,0,0.17948053838498454
924,0,0.48014238618128463
925,0,0.3350991578257921
926,1,0.5455460236324282
927,0,0.2742443527128776
928,0,0.33096498625351506
929,0,0.3564211665133094
930,0,0.10862099328137775
931,1,0.588436561580582
932,0,0.24412762192256987
933,0,0.381942996524636
934,0,0.09609075363739775
935,1,0.905968446724749
936,1,0.9809395727365898
937,0,0.10679193326579667
938,0,0.4305630083815341
939,0,0.04205069975187995
940,1,0.9027981459798343
941,1,0.615888291550995
942,0,0.4306237307648406
943,0,0.16290420379108234
944,1,0.8346134553416971
945,1,0.7797794122320386
946,0,0.14814880222137425
947,0,0.0407743872104193
948,0,0.08651436179142658
949,0,0.09275129669444812
950,0,0.08679284959351984
951,1,0.9958397859879676
952,0,0.09822663019636067
953,0,0.13492454825597794
954,0,0.10881955676438497
955,1,0.7687257587786552
956,0,0.4607897739161288
957,1,0.8899313315470041
958,1,0.6826541545403946
959,0,0.3020225379907215
960,0,0.38266002757916706
961,1,0.6250460498813638
962,1,0.7757469559158497
963,0,0.08073255340348098
964,0,0.35308303537341984
965,0,0.334968377828276
966,1,0.9958397859879676
967,0,0.29567066953571797
968,0,0.08952548805619992
969,1,0.8757177178075559
970,0,0.12516772691075703
971,1,0.7757469559158497
972,1,0.6792474777539477
973,0,0.2828763785379497
974,0,0.17624445912440437
975,0,0.08115513031633258
976,0,0.05203280048858698
977,0,0.22632324968811565
978,1,0.8020729761536991
979,0,0.38060403084414884
980,1,0.8122541634779723
981,1,0.8299962580498114
982,0,0.440277031969797
983,0,0.0888333728462111
984,1,0.8609198259920582
985,0,0.08952548805619992
986,0,0.3578570628318248
987,0,0.1008971895966231
988,1,0.9244394294075428
989,0,0.1315653945673936
990,0,0.4287291995392302
991,0,0.10136730878101562
992,1,0.994251272766051
993,0,0.11700045750255827
994,0,0.04205069975187995
995,0,0.10036556336802431
996,1,0.6182387962864354
997,0,0.10452139658346873
998,0,0.07522592270226798
999,0,0.04205069975187995
1000,0,0.09139123642421612
1001,0,0.10575244894630892
1002,0,0.13199253614878678
1003,1,0.8043399349713922
1004,1,0.8688428114997466
1005,1,0.5438882930161407
1006,1,0.8941708916871689
1007,0,0.3158384443714619
1008,0,0.10619400968433874
1009,1,0.6981216301505326
1010,0,0.4095493113553572
1011,1,0.9306702418308826
1012,1,0.8838034750225828
1013,0,0.057479490104288405
1014,1,0.9971126891274675
1015,0,0.07945639897395501
1016,0,0.04205069975187995
1017,1,0.6451720505416767
1018,0,0.09006108940420439
1019,1,0.8269952621844431
1020,0,0.1416221074636122
1021,0,0.09103960392803699
1022,0,0.11380080403038256
1023,0,0.35164311562394623
1024,0,0.20325364652412042
1025,0,0.14362074010233
1026,0,0.09084018092817103
1027,0,0.09049354002667581
1028,0,0.17050690091237186
1029,0,0.09929246806215504
1030,0,0.3599103830218922
1031,0,0.13689683611798878
1032,0,0.2438467776008118
1033,1,0.9367751826504387
1034,0,0.32047796042989274
1035,0,0.1123005534299521
1036,0,0.37762847951627315
1037,0,0.07281594804498037
1038,0,0.31291394775714054
1039,0,0.0858333901514612
1040,0,0.381942996524636
1041,0,0.12759650241731257
1042,1,0.9871048169094094
1043,0,0.1554785641033709
1044,0,0.09960468442531513
1045,1,0.5735688658896139
1046,0,0.10846451032943288
1047,0,0.08999652889050534
1048,1,0.9677103896789968
1049,0,0.43836873794813497
1050,0,0.37762847951627315
1051,1,0.6439003359750824
1052,1,0.8256365228465916
1053,1,0.6253623421810626
1054,1,0.8467510378236778
1055,0,0.10233421060783612
1056,0,0.13868909536228172
1057,0,0.4665938306986312
1058,0,0.3720783378667404
1059,0,0.10276106620871217
1060,1,0.8254514026129592
1061,0,0.37179278036844554
1062,0,0.07945639897395501
1063,0,0.18480108639432746
1064,0,0.10013172699283757
1065,0,0.1272062899885417
1066,0,0.11820002062525738
1067,1,0.9529574202968402
1068,1,0.9345108180776128
1069,1,0.5419387849273851
1070,1,0.8694436944165844
1071,1,0.8843137088945909
1072,0,0.12516772691075703
1073,0,0.4556417359118381
1074,1,0.960619148215536
1075,0,0.04205069975187995
1076,1,0.9549388205341692
1077,0,0.12288035867890597
1078,1,0.8720113941442065
1079,0,0.10244657711679166
1080,0,0.2481799857973787
1081,0,0.13518512710831346
1082,0,0.11991865235501993
1083,0,0.1577924757226914
1084,0,0.43107938800009443
1085,0,0.12149206547746808
1086,1,0.6052325765184975
1087,0,0.09425297707018561
1088,0,0.499983325424533
1089,0,0.44373232560483955
