PassengerId,Survived_pred,Probability
892,0,0.16155861912564143
893,0,0.42210939259434677
894,0,0.13220700936349675
895,0,0.14857438263318523
896,0,0.4682822352353144
897,0,0.18243931162482863
898,1,0.8569887896629791
899,0,0.17133136514354363
900,1,0.7876352350834117
901,0,0.10431059682482015
902,0,0.1482205601115457
903,0,0.1592699198887762
904,1,0.8942883204752945
905,0,0.16242518408858672
906,1,0.9158542855153147
907,1,0.8954365275996686
908,0,0.1384042969288734
909,0,0.17386080477726418
910,0,0.42662505275774154
911,1,0.5379811479430049
912,0,0.27550624682623587
913,1,0.5295566854948776
914,1,0.9074925952341787
915,0,0.29226150461756406
916,1,0.5240825100796898
917,0,0.14069983804799238
918,1,0.9006836515245414
919,0,0.1686162976553837
920,0,0.15832367574161002
921,0,0.15913361389706948
922,0,0.15792034196965635
923,0,0.14072723335338613
924,0,0.3451222669105026
925,0,0.3764307083800248
926,0,0.22004537874020072
927,0,0.1856427594738713
928,1,0.5258447846344102
929,1,0.5516430133683052
930,0,0.1491240744843375
931,0,0.2660560759829682
932,0,0.11164357287189372
933,0,0.15908873818136407
934,0,0.15975938055030778
935,1,0.8674353254943041
936,1,0.9168950655364861
937,0,0.14698405431530187
938,0,0.1620325560977813
939,0,0.15581442846420848
940,1,0.8206864510781563
941,0,0.5174091978408705
942,0,0.18446133143578183
943,0,0.1357383698565258
944,1,0.7498507714556161
945,1,0.8597904547548685
946,0,0.13481680907188506
947,0,0.1314383884765399
948,0,0.15594120993072622
949,0,0.146621445445719
950,0,0.11892229678236882
951,1,0.8321969150842594
952,0,0.16283548062320638
953,0,0.14860934206082455
954,0,0.15846480431270132
955,1,0.8655968805433046
956,0,0.5184655099488631
957,1,0.8790323716092483
958,1,0.8635843634012134
959,0,0.15954418975730628
960,0,0.15714728656380278
961,0,0.25684371432097797
962,1,0.8654104596285654
963,0,0.15035840031393413
964,1,0.522952862765845
965,0,0.15933237225756208
966,1,0.8589044166056298
967,0,0.16301619509506696
968,0,0.14842942143928048
969,1,0.8089193471077987
970,0,0.14629971144605222
971,1,0.8654104596285654
972,1,0.6513823625290746
973,0,0.5090776612621205
974,0,0.15884650329170052
975,0,0.1482205601115457
976,0,0.13517600617664902
977,0,0.15271857450036688
978,1,0.8630595489684725
979,1,0.5652646598972814
980,1,0.861379602807855
981,1,0.8768362465898779
982,0,0.4639188310431462
983,0,0.14805766577866195
984,1,0.9241247312192991
985,0,0.14842942143928048
986,0,0.16632845623522496
987,0,0.14681328665980173
988,1,0.7116036811702718
989,0,0.14914385819799908
990,1,0.5536006246602162
991,0,0.15387144619716253
992,1,0.9020601354173721
993,0,0.14225192982083132
994,0,0.15581442846420848
995,0,0.14693080582335571
996,1,0.8204695144504566
997,0,0.17280223726133764
998,0,0.1574206663308049
999,0,0.15581442846420848
1000,0,0.14933863648163842
1001,0,0.16370051484902673
1002,0,0.135698515029115
1003,1,0.8614160320076424
1004,1,0.8599302595475651
1005,1,0.8633772901959254
1006,1,0.8125084165215901
1007,0,0.2099421570253029
1008,0,0.15716560231685908
1009,1,0.8414974884489604
1010,0,0.1647550562040957
1011,1,0.8615036821231902
1012,1,0.8588473653532595
1013,0,0.15657047835488738
1014,1,0.9036243938602835
1015,0,0.14735713162349004
1016,0,0.15581442846420848
1017,1,0.7455072999485862
1018,0,0.14866835068345668
1019,1,0.782587817315381
1020,0,0.15823653733504775
1021,0,0.14734984167506254
1022,0,0.1526698186833223
1023,0,0.16013254277116173
1024,0,0.29751975787166385
1025,0,0.14789647706736914
1026,0,0.15975365329187796
1027,0,0.14709168412086304
1028,0,0.15972031491412075
1029,0,0.14525904545115423
1030,1,0.541109731983671
1031,0,0.20789242827225696
1032,0,0.21395457961346884
1033,1,0.8847205061844418
1034,0,0.25882964666417196
1035,0,0.1564961792349468
1036,0,0.15875986099763062
1037,0,0.11797116273893458
1038,0,0.15913862685487234
1039,0,0.1490009890102403
1040,0,0.15908873818136407
1041,0,0.13406755554483452
1042,1,0.8905094171165462
1043,0,0.15837778276179953
1044,0,0.15700497172336927
1045,0,0.5103008841923051
1046,0,0.09934672630679992
1047,0,0.14669388161558208
1048,1,0.8569684542513325
1049,1,0.5403909660069007
1050,0,0.15875986099763062
1051,1,0.6264434890098676
1052,1,0.8613587569019469
1053,1,0.6184698084777148
1054,1,0.8645614740282116
1055,0,0.14702776916379945
1056,0,0.1577569232796843
1057,0,0.44805917616505214
1058,0,0.1728862284202662
1059,0,0.09585450774635805
1060,1,0.8584265633746456
1061,1,0.5483908315987296
1062,0,0.14775596298177307
1063,0,0.15901518718593186
1064,0,0.12324114431504309
1065,0,0.15781481725453617
1066,0,0.15613367182806487
1067,1,0.9239272417332812
1068,1,0.8870541324712811
1069,0,0.26997385276118463
1070,1,0.6719340202675271
1071,1,0.6599645966723183
1072,0,0.14629971144605222
1073,0,0.24492598362228954
1074,1,0.8964122267995794
1075,0,0.15581442846420848
1076,1,0.883276784462556
1077,0,0.15926080483150717
1078,1,0.9242344818445575
1079,0,0.1166432474810406
1080,0,0.15918438399069001
1081,0,0.15710183378376996
1082,0,0.1402236532581696
1083,0,0.15907797427807382
1084,0,0.3647113814767046
1085,0,0.13192298294308688
1086,1,0.8191557908498556
1087,0,0.15359899415582356
1088,1,0.6123509914409668
1089,1,0.5643520844612403
1090,0,0.14664116015583145
1091,1,0.5260921819183507
1092,1,0.8701701989845163
1093,1,0.8540526102078587
1094,0,0.4134611593339414
1095,1,0.9437898080543371
1096,0,0.14402196433338785
1097,0,0.15981186765382463
1098,1,0.8383782151117135
1099,0,0.14507775268431086
1100,1,0.8575032409389562
1101,0,0.14694539657852063
1102,0,0.1775577584361817
1103,0,0.14709342394285121
1104,0,0.25510299617282695
1105,1,0.7793086331957101
1106,0,0.29523884740808654
1107,0,0.15845713848266865
1108,1,0.8615405974725594
1109,0,0.29537711684673135
1110,1,0.89873423996663
1111,0,0.14842942143928048
1112,1,0.8656146145413283
1113,0,0.1505604146762339
1114,1,0.854891496462202
1115,0,0.15022793528383965
1116,1,0.7936815975402726
1117,1,0.6596316545960662
1118,0,0.14761561569974574
1119,1,0.861379602807855
1120,0,0.17040018299253606
1121,0,0.15308062565494512
1122,0,0.27188852054097984
1123,1,0.8908294194137962
1124,0,0.12412803917658599
1125,0,0.15589167972059517
1126,0,0.24055385410301575
1127,0,0.15242723127721255
1128,0,0.2944102832194221
1129,0,0.17808090255559805
1130,1,0.9001928349341589
1131,1,0.9125003347951541
1132,1,0.7795923830612012
1133,1,0.8057347967506129
1134,0,0.2690963251324415
1135,0,0.14820934743430977
1136,0,0.08271716846644368
1137,0,0.1637971043500959
1138,1,0.8718480067490694
1139,0,0.11126118855923986
1140,1,0.8615036821231902
1141,1,0.6977379877438699
1142,1,0.9355611589492067
1143,0,0.1525198972625465
1144,0,0.21922673303171641
1145,0,0.14907147102876334
1146,0,0.15533933823904258
1147,0,0.14775596298177307
1148,0,0.15581442846420848
1149,0,0.14842942143928048
1150,1,0.8566240697408889
1151,0,0.15020085219833612
1152,0,0.127179603427503
1153,0,0.1503040749882716
1154,1,0.8748271402950835
1155,1,0.838480569004703
1156,0,0.13209926944817335
1157,0,0.1482205601115457
1158,0,0.15916494533043296
1159,0,0.14775596298177307
1160,1,0.5258447846344102
1161,0,0.16387272748582318
1162,0,0.18481439541326458
1163,0,0.15581442846420848
1164,1,0.8788236355339512
1165,1,0.8614396845950868
1166,0,0.15781131757662661
1167,1,0.8575854974151407
1168,0,0.14336382727444022
1169,0,0.14767262215302532
1170,0,0.13671594728564435
1171,0,0.14876907280203472
1172,1,0.5433619589887719
1173,1,0.7722299373611752
1174,1,0.861379602807855
1175,1,0.8999080408162263
1176,1,0.8324220211269361
1177,0,0.15606981463165542
1178,0,0.14735713162349004
1179,0,0.18288360901959225
1180,0,0.15781481725453617
1181,0,0.14842942143928048
1182,0,0.15926657620405574
1183,1,0.8560912719736876
1184,0,0.15781481725453617
1185,0,0.16838768987519212
1186,0,0.1592370849335149
1187,0,0.14709137348559517
1188,1,0.9410548996253051
1189,0,0.15913361389706948
1190,0,0.15687717422594322
1191,0,0.1490475298193214
1192,0,0.15228887418492665
1193,0,0.1345619139073819
1194,0,0.11972904859178225
1195,0,0.14816810392520624
1196,1,0.861379602807855
1197,1,0.8039075567218555
1198,0,0.3361329410990137
1199,1,0.7797302233203427
1200,0,0.17669426125706575
1201,0,0.4459853135452527
1202,0,0.159684791526828
1203,0,0.1702289917760898
1204,0,0.14778937625800107
